,LvsI,RM,fname
168,0.7153136134147644,88400,pulse_120303983.calib
169,0.7267991304397583,88450,pulse_120303983.calib
170,0.7383296489715576,88500,pulse_120303983.calib
171,0.7500933408737183,88550,pulse_120303983.calib
172,0.7619640827178955,88600,pulse_120303983.calib
173,0.7740882039070129,88650,pulse_120303983.calib
174,0.7863819599151611,88700,pulse_120303983.calib
175,0.7988576292991638,88750,pulse_120303983.calib
176,0.8114939332008362,88800,pulse_120303983.calib
177,0.824250340461731,88850,pulse_120303983.calib
178,0.8372763395309448,88900,pulse_120303983.calib
179,0.8504251837730408,88950,pulse_120303983.calib
180,0.863960325717926,89000,pulse_120303983.calib
181,0.8775198459625244,89050,pulse_120303983.calib
182,0.8914758563041687,89100,pulse_120303983.calib
183,0.9056885242462158,89150,pulse_120303983.calib
184,0.9199070930480957,89200,pulse_120303983.calib
185,0.934606671333313,89250,pulse_120303983.calib
186,0.9494408965110779,89300,pulse_120303983.calib
187,0.9644550681114197,89350,pulse_120303983.calib
188,0.9801506996154785,89400,pulse_120303983.calib
189,0.9959836006164551,89450,pulse_120303983.calib
190,1.0120729207992554,89500,pulse_120303983.calib
191,1.0284855365753174,89550,pulse_120303983.calib
192,1.0453146696090698,89600,pulse_120303983.calib
193,1.0626308917999268,89650,pulse_120303983.calib
194,1.0802619457244873,89700,pulse_120303983.calib
195,1.0938555002212524,89750,pulse_120303983.calib
196,1.094063639640808,89800,pulse_120303983.calib
197,1.0944725275039673,89850,pulse_120303983.calib
198,1.0951757431030273,89900,pulse_120303983.calib
199,1.0960546731948853,89950,pulse_120303983.calib
200,1.0971050262451172,90000,pulse_120303983.calib
201,1.0982738733291626,90050,pulse_120303983.calib
202,1.0998620986938477,90100,pulse_120303983.calib
203,1.1015093326568604,90150,pulse_120303983.calib
204,1.103542685508728,90200,pulse_120303983.calib
205,1.1058413982391357,90250,pulse_120303983.calib
206,1.1082872152328491,90300,pulse_120303983.calib
207,1.1110341548919678,90350,pulse_120303983.calib
208,1.114138126373291,90400,pulse_120303983.calib
209,1.117407202720642,90450,pulse_120303983.calib
210,1.121046781539917,90500,pulse_120303983.calib
211,1.1249492168426514,90550,pulse_120303983.calib
212,1.1290000677108765,90600,pulse_120303983.calib
213,1.1334058046340942,90650,pulse_120303983.calib
214,1.138182520866394,90700,pulse_120303983.calib
215,1.1430584192276,90750,pulse_120303983.calib
216,1.148077130317688,90800,pulse_120303983.calib
217,1.153629183769226,90850,pulse_120303983.calib
218,1.135519027709961,90900,pulse_120303983.calib
219,1.0984236001968384,90950,pulse_120303983.calib
220,1.078701376914978,91000,pulse_120303983.calib
221,1.0788159370422363,91050,pulse_120303983.calib
222,1.0785882472991943,91100,pulse_120303983.calib
223,1.077569842338562,91150,pulse_120303983.calib
224,1.0760498046875,91200,pulse_120303983.calib
225,1.0740858316421509,91250,pulse_120303983.calib
226,1.0717228651046753,91300,pulse_120303983.calib
227,1.0688215494155884,91350,pulse_120303983.calib
228,1.065696120262146,91400,pulse_120303983.calib
229,1.0620447397232056,91450,pulse_120303983.calib
230,1.058217167854309,91500,pulse_120303983.calib
231,1.0541878938674927,91550,pulse_120303983.calib
232,1.0495238304138184,91600,pulse_120303983.calib
233,1.0449988842010498,91650,pulse_120303983.calib
234,1.0399383306503296,91700,pulse_120303983.calib
235,1.034724473953247,91750,pulse_120303983.calib
236,1.0293786525726318,91800,pulse_120303983.calib
237,1.0238817930221558,91850,pulse_120303983.calib
238,1.0179972648620605,91900,pulse_120303983.calib
239,1.0122134685516357,91950,pulse_120303983.calib
240,1.0060877799987793,92000,pulse_120303983.calib
241,1.0000139474868774,92050,pulse_120303983.calib
242,0.9935327172279358,92100,pulse_120303983.calib
243,0.987075686454773,92150,pulse_120303983.calib
244,0.9804220795631409,92200,pulse_120303983.calib
245,0.9737405776977539,92250,pulse_120303983.calib
246,0.9670019149780273,92300,pulse_120303983.calib
247,0.9599635601043701,92350,pulse_120303983.calib
248,0.9530361294746399,92400,pulse_120303983.calib
249,0.9460925459861755,92450,pulse_120303983.calib
250,0.9387521147727966,92500,pulse_120303983.calib
251,0.9316121935844421,92550,pulse_120303983.calib
252,0.9243449568748474,92600,pulse_120303983.calib
253,0.9171175360679626,92650,pulse_120303983.calib
254,0.9099199771881104,92700,pulse_120303983.calib
255,0.9025302529335022,92750,pulse_120303983.calib
256,0.8951586484909058,92800,pulse_120303983.calib
257,0.8879044651985168,92850,pulse_120303983.calib
258,0.8805734515190125,92900,pulse_120303983.calib
259,0.8732671141624451,92950,pulse_120303983.calib
260,0.8659945726394653,93000,pulse_120303983.calib
261,0.8587961196899414,93050,pulse_120303983.calib
262,0.8517823815345764,93100,pulse_120303983.calib
263,0.8637135624885559,93150,pulse_120303983.calib
264,0.8873547911643982,93200,pulse_120303983.calib
265,0.9106724858283997,93250,pulse_120303983.calib
266,0.9337882995605469,93300,pulse_120303983.calib
267,0.9564053416252136,93350,pulse_120303983.calib
268,0.9789717793464661,93400,pulse_120303983.calib
269,1.0008546113967896,93450,pulse_120303983.calib
270,1.0222818851470947,93500,pulse_120303983.calib
271,1.0428887605667114,93550,pulse_120303983.calib
272,1.044742226600647,93600,pulse_120303983.calib
273,1.036138892173767,93650,pulse_120303983.calib
274,1.0268992185592651,93700,pulse_120303983.calib
275,1.016979694366455,93750,pulse_120303983.calib
276,1.0065295696258545,93800,pulse_120303983.calib
277,0.9958818554878235,93850,pulse_120303983.calib
278,0.9844216108322144,93900,pulse_120303983.calib
279,0.9728073477745056,93950,pulse_120303983.calib
280,0.9604863524436951,94000,pulse_120303983.calib
281,0.9480242729187012,94050,pulse_120303983.calib
282,0.9348171353340149,94100,pulse_120303983.calib
283,0.9269433617591858,94150,pulse_120303983.calib
284,0.9293907284736633,94200,pulse_120303983.calib
285,0.9316763281822205,94250,pulse_120303983.calib
286,0.9337542057037354,94300,pulse_120303983.calib
287,0.93989098072052,94350,pulse_120303983.calib
288,0.9466725587844849,94400,pulse_120303983.calib
289,0.954356849193573,94450,pulse_120303983.calib
290,0.9627336859703064,94500,pulse_120303983.calib
291,0.972132682800293,94550,pulse_120303983.calib
292,0.982163667678833,94600,pulse_120303983.calib
293,0.993279755115509,94650,pulse_120303983.calib
294,1.0049110651016235,94700,pulse_120303983.calib
295,1.0177814960479736,94750,pulse_120303983.calib
296,1.0312765836715698,94800,pulse_120303983.calib
297,1.0458126068115234,94850,pulse_120303983.calib
298,1.0613534450531006,94900,pulse_120303983.calib
299,1.0777413845062256,94950,pulse_120303983.calib
300,1.0951991081237793,95000,pulse_120303983.calib
301,1.1137970685958862,95050,pulse_120303983.calib
302,1.133310079574585,95100,pulse_120303983.calib
303,1.153896450996399,95150,pulse_120303983.calib
304,1.1544208526611328,95200,pulse_120303983.calib
305,1.1536768674850464,95250,pulse_120303983.calib
306,1.1520880460739136,95300,pulse_120303983.calib
307,1.1501624584197998,95350,pulse_120303983.calib
308,1.1474109888076782,95400,pulse_120303983.calib
309,1.1439584493637085,95450,pulse_120303983.calib
310,1.139960765838623,95500,pulse_120303983.calib
311,1.134995698928833,95550,pulse_120303983.calib
312,1.1297158002853394,95600,pulse_120303983.calib
313,1.1238205432891846,95650,pulse_120303983.calib
314,1.117133617401123,95700,pulse_120303983.calib
315,1.1097068786621094,95750,pulse_120303983.calib
316,1.1017693281173706,95800,pulse_120303983.calib
317,1.0933959484100342,95850,pulse_120303983.calib
318,1.0844652652740479,95900,pulse_120303983.calib
319,1.0749305486679077,95950,pulse_120303983.calib
320,1.0649588108062744,96000,pulse_120303983.calib
321,1.0546540021896362,96050,pulse_120303983.calib
322,1.0438307523727417,96100,pulse_120303983.calib
323,1.0329227447509766,96150,pulse_120303983.calib
324,1.0215624570846558,96200,pulse_120303983.calib
325,1.010094404220581,96250,pulse_120303983.calib
326,0.9986515045166016,96300,pulse_120303983.calib
327,0.9868996739387512,96350,pulse_120303983.calib
328,0.9751948714256287,96400,pulse_120303983.calib
329,0.963513970375061,96450,pulse_120303983.calib
330,0.9520801305770874,96500,pulse_120303983.calib
331,0.9407082200050354,96550,pulse_120303983.calib
332,0.9294008016586304,96600,pulse_120303983.calib
333,0.9184849858283997,96650,pulse_120303983.calib
334,0.9079385995864868,96700,pulse_120303983.calib
335,0.8977352976799011,96750,pulse_120303983.calib
336,0.8878767490386963,96800,pulse_120303983.calib
337,0.8785598278045654,96850,pulse_120303983.calib
338,0.8697759509086609,96900,pulse_120303983.calib
339,0.8614577054977417,96950,pulse_120303983.calib
340,0.8539767265319824,97000,pulse_120303983.calib
341,0.8575578927993774,97050,pulse_120303983.calib
342,0.8614202737808228,97100,pulse_120303983.calib
343,0.865363359451294,97150,pulse_120303983.calib
344,0.8690398335456848,97200,pulse_120303983.calib
345,0.8727424144744873,97250,pulse_120303983.calib
346,0.8765906691551208,97300,pulse_120303983.calib
347,0.880425214767456,97350,pulse_120303983.calib
348,0.8943105936050415,97400,pulse_120303983.calib
349,0.9093226790428162,97450,pulse_120303983.calib
350,0.924983561038971,97500,pulse_120303983.calib
351,0.9412510991096497,97550,pulse_120303983.calib
352,0.9582735896110535,97600,pulse_120303983.calib
353,0.9755784273147583,97650,pulse_120303983.calib
354,0.9939098954200745,97700,pulse_120303983.calib
355,1.0127710103988647,97750,pulse_120303983.calib
356,1.032425045967102,97800,pulse_120303983.calib
357,1.052704095840454,97850,pulse_120303983.calib
358,1.0739892721176147,97900,pulse_120303983.calib
359,1.0750927925109863,97950,pulse_120303983.calib
360,1.0707650184631348,98000,pulse_120303983.calib
361,1.0661743879318237,98050,pulse_120303983.calib
362,1.0608985424041748,98100,pulse_120303983.calib
363,1.0554752349853516,98150,pulse_120303983.calib
364,1.0496025085449219,98200,pulse_120303983.calib
365,1.0431032180786133,98250,pulse_120303983.calib
366,1.036342978477478,98300,pulse_120303983.calib
367,1.02902090549469,98350,pulse_120303983.calib
368,1.0216193199157715,98400,pulse_120303983.calib
369,1.0135105848312378,98450,pulse_120303983.calib
370,1.0052411556243896,98500,pulse_120303983.calib
371,0.9965765476226807,98550,pulse_120303983.calib
372,0.9875472187995911,98600,pulse_120303983.calib
373,0.9781321287155151,98650,pulse_120303983.calib
374,0.9685817956924438,98700,pulse_120303983.calib
375,0.958312451839447,98750,pulse_120303983.calib
376,0.9479463696479797,98800,pulse_120303983.calib
377,0.9373278021812439,98850,pulse_120303983.calib
378,0.9444966912269592,98900,pulse_120303983.calib
379,0.9599055051803589,98950,pulse_120303983.calib
380,0.9790679812431335,99000,pulse_120303983.calib
381,0.9983212351799011,99050,pulse_120303983.calib
382,1.0176866054534912,99100,pulse_120303983.calib
383,1.0373406410217285,99150,pulse_120303983.calib
384,1.0571614503860474,99200,pulse_120303983.calib
385,1.077049970626831,99250,pulse_120303983.calib
386,1.0968562364578247,99300,pulse_120303983.calib
387,1.1168116331100464,99350,pulse_120303983.calib
388,1.1365883350372314,99400,pulse_120303983.calib
389,1.156437873840332,99450,pulse_120303983.calib
390,1.1762887239456177,99500,pulse_120303983.calib
391,1.195865273475647,99550,pulse_120303983.calib
392,1.2152568101882935,99600,pulse_120303983.calib
393,1.2344584465026855,99650,pulse_120303983.calib
394,1.2535649538040161,99700,pulse_120303983.calib
395,1.2718793153762817,99750,pulse_120303983.calib
396,1.290257215499878,99800,pulse_120303983.calib
397,1.3078749179840088,99850,pulse_120303983.calib
398,1.324990153312683,99900,pulse_120303983.calib
399,1.3418238162994385,99950,pulse_120303983.calib
400,1.3580001592636108,100000,pulse_120303983.calib
401,1.3733328580856323,100050,pulse_120303983.calib
402,1.3880245685577393,100100,pulse_120303983.calib
403,1.4018077850341797,100150,pulse_120303983.calib
404,1.4149547815322876,100200,pulse_120303983.calib
405,1.42693030834198,100250,pulse_120303983.calib
406,1.438043475151062,100300,pulse_120303983.calib
407,1.4482736587524414,100350,pulse_120303983.calib
408,1.457229495048523,100400,pulse_120303983.calib
409,1.4650923013687134,100450,pulse_120303983.calib
410,1.4717516899108887,100500,pulse_120303983.calib
411,1.4769089221954346,100550,pulse_120303983.calib
412,1.481149435043335,100600,pulse_120303983.calib
413,1.4839775562286377,100650,pulse_120303983.calib
414,1.4854060411453247,100700,pulse_120303983.calib
415,1.4851665496826172,100750,pulse_120303983.calib
416,1.4838557243347168,100800,pulse_120303983.calib
417,1.4809316396713257,100850,pulse_120303983.calib
418,1.4686390161514282,100900,pulse_120303983.calib
419,1.4429779052734375,100950,pulse_120303983.calib
420,1.419870138168335,101000,pulse_120303983.calib
421,1.3994003534317017,101050,pulse_120303983.calib
422,1.381073236465454,101100,pulse_120303983.calib
423,1.3650497198104858,101150,pulse_120303983.calib
424,1.3512117862701416,101200,pulse_120303983.calib
425,1.3394997119903564,101250,pulse_120303983.calib
426,1.3297171592712402,101300,pulse_120303983.calib
427,1.3222519159317017,101350,pulse_120303983.calib
428,1.316830039024353,101400,pulse_120303983.calib
429,1.3133352994918823,101450,pulse_120303983.calib
430,1.2924778461456299,101500,pulse_120303983.calib
431,1.2594060897827148,101550,pulse_120303983.calib
432,1.2280901670455933,101600,pulse_120303983.calib
433,1.1979799270629883,101650,pulse_120303983.calib
434,1.1767576932907104,101700,pulse_120303983.calib
435,1.1625139713287354,101750,pulse_120303983.calib
436,1.1488293409347534,101800,pulse_120303983.calib
437,1.1361135244369507,101850,pulse_120303983.calib
438,1.1127663850784302,101900,pulse_120303983.calib
439,1.0934765338897705,101950,pulse_120303983.calib
440,1.0758428573608398,102000,pulse_120303983.calib
441,1.059796929359436,102050,pulse_120303983.calib
442,1.0451946258544922,102100,pulse_120303983.calib
443,1.0319610834121704,102150,pulse_120303983.calib
444,1.0199776887893677,102200,pulse_120303983.calib
445,1.0091482400894165,102250,pulse_120303983.calib
446,0.9994664788246155,102300,pulse_120303983.calib
447,0.991046130657196,102350,pulse_120303983.calib
448,0.9834340214729309,102400,pulse_120303983.calib
449,0.976816713809967,102450,pulse_120303983.calib
450,0.9714123606681824,102500,pulse_120303983.calib
451,0.9666529297828674,102550,pulse_120303983.calib
452,0.9627726674079895,102600,pulse_120303983.calib
453,0.9597905874252319,102650,pulse_120303983.calib
454,0.9575420618057251,102700,pulse_120303983.calib
455,0.9559105634689331,102750,pulse_120303983.calib
456,0.9549486637115479,102800,pulse_120303983.calib
457,0.9548882842063904,102850,pulse_120303983.calib
458,0.9553988575935364,102900,pulse_120303983.calib
459,0.9565079212188721,102950,pulse_120303983.calib
460,0.9579685926437378,103000,pulse_120303983.calib
461,0.9601976871490479,103050,pulse_120303983.calib
462,0.962640106678009,103100,pulse_120303983.calib
463,0.9657074213027954,103150,pulse_120303983.calib
464,0.9691174030303955,103200,pulse_120303983.calib
465,0.9728488326072693,103250,pulse_120303983.calib
466,0.9769952893257141,103300,pulse_120303983.calib
467,0.9813621044158936,103350,pulse_120303983.calib
468,0.9858055710792542,103400,pulse_120303983.calib
469,0.9904271960258484,103450,pulse_120303983.calib
470,0.9952726364135742,103500,pulse_120303983.calib
471,1.0002175569534302,103550,pulse_120303983.calib
472,1.0048354864120483,103600,pulse_120303983.calib
473,1.009651780128479,103650,pulse_120303983.calib
474,0.9981593489646912,103700,pulse_120303983.calib
475,0.9862852096557617,103750,pulse_120303983.calib
476,0.97393399477005,103800,pulse_120303983.calib
477,0.9613417983055115,103850,pulse_120303983.calib
478,0.9484697580337524,103900,pulse_120303983.calib
479,0.9351767897605896,103950,pulse_120303983.calib
480,0.9213488698005676,104000,pulse_120303983.calib
481,0.9073325395584106,104050,pulse_120303983.calib
482,0.8927351832389832,104100,pulse_120303983.calib
483,0.8779575228691101,104150,pulse_120303983.calib
484,0.8626539707183838,104200,pulse_120303983.calib
485,0.8471304178237915,104250,pulse_120303983.calib
486,0.831113874912262,104300,pulse_120303983.calib
487,0.8253926634788513,104350,pulse_120303983.calib
488,0.8386772274971008,104400,pulse_120303983.calib
489,0.8512924313545227,104450,pulse_120303983.calib
490,0.8629339933395386,104500,pulse_120303983.calib
491,0.8741295337677002,104550,pulse_120303983.calib
492,0.884222686290741,104600,pulse_120303983.calib
493,0.893602192401886,104650,pulse_120303983.calib
494,0.9021508097648621,104700,pulse_120303983.calib
495,0.9097257852554321,104750,pulse_120303983.calib
496,0.9163960218429565,104800,pulse_120303983.calib
497,0.9219613075256348,104850,pulse_120303983.calib
498,0.926881730556488,104900,pulse_120303983.calib
499,0.93060702085495,104950,pulse_120303983.calib
500,0.9332618117332458,105000,pulse_120303983.calib
501,0.9347180128097534,105050,pulse_120303983.calib
502,0.935378909111023,105100,pulse_120303983.calib
503,0.9347524046897888,105150,pulse_120303983.calib
504,0.9332665801048279,105200,pulse_120303983.calib
505,0.922330915927887,105250,pulse_120303983.calib
506,0.910576581954956,105300,pulse_120303983.calib
507,0.8987551927566528,105350,pulse_120303983.calib
508,0.8872570395469666,105400,pulse_120303983.calib
509,0.875794529914856,105450,pulse_120303983.calib
510,0.8749988675117493,105500,pulse_120303983.calib
511,0.8835538029670715,105550,pulse_120303983.calib
512,0.892639696598053,105600,pulse_120303983.calib
513,0.9022391438484192,105650,pulse_120303983.calib
514,0.912651002407074,105700,pulse_120303983.calib
515,0.923511266708374,105750,pulse_120303983.calib
516,0.9352906346321106,105800,pulse_120303983.calib
517,0.9231652021408081,105850,pulse_120303983.calib
518,0.9095485210418701,105900,pulse_120303983.calib
519,0.9046340584754944,105950,pulse_120303983.calib
520,0.9019263982772827,106000,pulse_120303983.calib
521,0.9001786112785339,106050,pulse_120303983.calib
522,0.8994144797325134,106100,pulse_120303983.calib
523,0.899475634098053,106150,pulse_120303983.calib
524,0.9006480574607849,106200,pulse_120303983.calib
525,0.9028303027153015,106250,pulse_120303983.calib
526,0.905753493309021,106300,pulse_120303983.calib
527,0.9095419049263,106350,pulse_120303983.calib
528,0.9143450856208801,106400,pulse_120303983.calib
529,0.9202622175216675,106450,pulse_120303983.calib
530,0.9268688559532166,106500,pulse_120303983.calib
531,0.9345957636833191,106550,pulse_120303983.calib
532,0.9429495334625244,106600,pulse_120303983.calib
533,0.9526277184486389,106650,pulse_120303983.calib
534,0.9631040692329407,106700,pulse_120303983.calib
535,0.9748203158378601,106750,pulse_120303983.calib
536,0.9873911142349243,106800,pulse_120303983.calib
537,0.9928514957427979,106850,pulse_120303983.calib
538,0.9928843975067139,106900,pulse_120303983.calib
539,0.9935009479522705,106950,pulse_120303983.calib
540,0.9945616722106934,107000,pulse_120303983.calib
541,0.9962510466575623,107050,pulse_120303983.calib
542,0.9983049035072327,107100,pulse_120303983.calib
543,1.0012452602386475,107150,pulse_120303983.calib
544,1.0046011209487915,107200,pulse_120303983.calib
545,1.0087354183197021,107250,pulse_120303983.calib
546,1.0132919549942017,107300,pulse_120303983.calib
547,1.018591046333313,107350,pulse_120303983.calib
548,1.0246665477752686,107400,pulse_120303983.calib
549,1.031307339668274,107450,pulse_120303983.calib
550,1.0386918783187866,107500,pulse_120303983.calib
551,1.047001838684082,107550,pulse_120303983.calib
552,1.0558946132659912,107600,pulse_120303983.calib
553,1.065635085105896,107650,pulse_120303983.calib
554,1.0760313272476196,107700,pulse_120303983.calib
555,1.0872840881347656,107750,pulse_120303983.calib
556,1.099517822265625,107800,pulse_120303983.calib
557,1.1123836040496826,107850,pulse_120303983.calib
558,1.1264022588729858,107900,pulse_120303983.calib
559,1.1410160064697266,107950,pulse_120303983.calib
560,1.1565910577774048,108000,pulse_120303983.calib
561,1.1731042861938477,108050,pulse_120303983.calib
562,1.1906911134719849,108100,pulse_120303983.calib
