,LvsI,RM,fname
563,1.2088340520858765,108150,pulse_120303983.calib
564,1.2280025482177734,108200,pulse_120303983.calib
565,1.2481777667999268,108250,pulse_120303983.calib
566,1.2514451742172241,108300,pulse_120303983.calib
567,1.2471449375152588,108350,pulse_120303983.calib
568,1.247851848602295,108400,pulse_120303983.calib
569,1.2576338052749634,108450,pulse_120303983.calib
570,1.2671923637390137,108500,pulse_120303983.calib
571,1.2774875164031982,108550,pulse_120303983.calib
572,1.2875456809997559,108600,pulse_120303983.calib
573,1.2979460954666138,108650,pulse_120303983.calib
574,1.3083641529083252,108700,pulse_120303983.calib
575,1.3187628984451294,108750,pulse_120303983.calib
576,1.329477071762085,108800,pulse_120303983.calib
577,1.3401210308074951,108850,pulse_120303983.calib
578,1.3506568670272827,108900,pulse_120303983.calib
579,1.3613154888153076,108950,pulse_120303983.calib
580,1.3718061447143555,109000,pulse_120303983.calib
581,1.3824350833892822,109050,pulse_120303983.calib
582,1.3926597833633423,109100,pulse_120303983.calib
583,1.40304434299469,109150,pulse_120303983.calib
584,1.4133307933807373,109200,pulse_120303983.calib
585,1.423214077949524,109250,pulse_120303983.calib
586,1.432815670967102,109300,pulse_120303983.calib
587,1.4424329996109009,109350,pulse_120303983.calib
588,1.4518134593963623,109400,pulse_120303983.calib
589,1.4609177112579346,109450,pulse_120303983.calib
590,1.469678521156311,109500,pulse_120303983.calib
591,1.478096842765808,109550,pulse_120303983.calib
592,1.4862375259399414,109600,pulse_120303983.calib
593,1.4939786195755005,109650,pulse_120303983.calib
594,1.5013911724090576,109700,pulse_120303983.calib
595,1.508639931678772,109750,pulse_120303983.calib
596,1.4954668283462524,109800,pulse_120303983.calib
597,1.4758028984069824,109850,pulse_120303983.calib
598,1.4556821584701538,109900,pulse_120303983.calib
599,1.4349250793457031,109950,pulse_120303983.calib
600,1.413875937461853,110000,pulse_120303983.calib
601,1.3922439813613892,110050,pulse_120303983.calib
602,1.37030827999115,110100,pulse_120303983.calib
603,1.3482391834259033,110150,pulse_120303983.calib
604,1.3254598379135132,110200,pulse_120303983.calib
605,1.302682876586914,110250,pulse_120303983.calib
606,1.2795414924621582,110300,pulse_120303983.calib
607,1.2563422918319702,110350,pulse_120303983.calib
608,1.2328392267227173,110400,pulse_120303983.calib
609,1.2092443704605103,110450,pulse_120303983.calib
610,1.1853595972061157,110500,pulse_120303983.calib
611,1.1653590202331543,110550,pulse_120303983.calib
612,1.162583827972412,110600,pulse_120303983.calib
613,1.1598825454711914,110650,pulse_120303983.calib
614,1.1571922302246094,110700,pulse_120303983.calib
615,1.1544814109802246,110750,pulse_120303983.calib
616,1.151877760887146,110800,pulse_120303983.calib
617,1.1494005918502808,110850,pulse_120303983.calib
618,1.1471937894821167,110900,pulse_120303983.calib
619,1.1450276374816895,110950,pulse_120303983.calib
620,1.1429646015167236,111000,pulse_120303983.calib
621,1.1412297487258911,111050,pulse_120303983.calib
622,1.139721393585205,111100,pulse_120303983.calib
623,1.1380531787872314,111150,pulse_120303983.calib
624,1.1369872093200684,111200,pulse_120303983.calib
625,1.1358320713043213,111250,pulse_120303983.calib
626,1.135097622871399,111300,pulse_120303983.calib
627,1.1346603631973267,111350,pulse_120303983.calib
628,1.1345843076705933,111400,pulse_120303983.calib
629,1.1345884799957275,111450,pulse_120303983.calib
630,1.134714961051941,111500,pulse_120303983.calib
631,1.1189032793045044,111550,pulse_120303983.calib
632,1.0996510982513428,111600,pulse_120303983.calib
633,1.0821259021759033,111650,pulse_120303983.calib
634,1.0658560991287231,111700,pulse_120303983.calib
635,1.0511064529418945,111750,pulse_120303983.calib
636,1.0376495122909546,111800,pulse_120303983.calib
637,1.0256167650222778,111850,pulse_120303983.calib
638,1.0150361061096191,111900,pulse_120303983.calib
639,1.0057687759399414,111950,pulse_120303983.calib
640,0.997901439666748,112000,pulse_120303983.calib
641,0.9916105270385742,112050,pulse_120303983.calib
642,0.9864771366119385,112100,pulse_120303983.calib
643,0.9825974106788635,112150,pulse_120303983.calib
644,0.980228841304779,112200,pulse_120303983.calib
645,0.9792662858963013,112250,pulse_120303983.calib
646,0.9799097180366516,112300,pulse_120303983.calib
647,0.9815221428871155,112350,pulse_120303983.calib
648,0.9846926331520081,112400,pulse_120303983.calib
649,0.9896622896194458,112450,pulse_120303983.calib
650,0.9958425164222717,112500,pulse_120303983.calib
651,1.0036259889602661,112550,pulse_120303983.calib
652,1.012955904006958,112600,pulse_120303983.calib
653,1.0221534967422485,112650,pulse_120303983.calib
654,1.0193954706192017,112700,pulse_120303983.calib
655,1.0175594091415405,112750,pulse_120303983.calib
656,1.0170987844467163,112800,pulse_120303983.calib
657,1.017398715019226,112850,pulse_120303983.calib
658,1.0187186002731323,112900,pulse_120303983.calib
659,1.0211814641952515,112950,pulse_120303983.calib
660,1.0247703790664673,113000,pulse_120303983.calib
661,1.0293048620224,113050,pulse_120303983.calib
662,1.035049319267273,113100,pulse_120303983.calib
663,1.0417174100875854,113150,pulse_120303983.calib
664,1.0496772527694702,113200,pulse_120303983.calib
665,1.0586544275283813,113250,pulse_120303983.calib
666,1.0688436031341553,113300,pulse_120303983.calib
667,1.0801881551742554,113350,pulse_120303983.calib
668,1.092947006225586,113400,pulse_120303983.calib
669,1.1046377420425415,113450,pulse_120303983.calib
670,1.106075406074524,113500,pulse_120303983.calib
671,1.1093512773513794,113550,pulse_120303983.calib
672,1.1080613136291504,113600,pulse_120303983.calib
673,1.0993396043777466,113650,pulse_120303983.calib
674,1.0904250144958496,113700,pulse_120303983.calib
675,1.0810078382492065,113750,pulse_120303983.calib
676,1.066030502319336,113800,pulse_120303983.calib
677,1.051023244857788,113850,pulse_120303983.calib
678,1.0375534296035767,113900,pulse_120303983.calib
679,1.0252625942230225,113950,pulse_120303983.calib
680,1.0143035650253296,114000,pulse_120303983.calib
681,1.0047919750213623,114050,pulse_120303983.calib
682,0.9964413046836853,114100,pulse_120303983.calib
683,0.9894345998764038,114150,pulse_120303983.calib
684,0.9836099147796631,114200,pulse_120303983.calib
685,0.9794687628746033,114250,pulse_120303983.calib
686,0.971825122833252,114300,pulse_120303983.calib
687,0.9624859094619751,114350,pulse_120303983.calib
688,0.9532316327095032,114400,pulse_120303983.calib
689,0.9440245032310486,114450,pulse_120303983.calib
690,0.9352875351905823,114500,pulse_120303983.calib
691,0.9269055128097534,114550,pulse_120303983.calib
692,0.9187242388725281,114600,pulse_120303983.calib
693,0.9108102917671204,114650,pulse_120303983.calib
694,0.9033231139183044,114700,pulse_120303983.calib
695,0.8965244889259338,114750,pulse_120303983.calib
696,0.889672577381134,114800,pulse_120303983.calib
697,0.8833325505256653,114850,pulse_120303983.calib
698,0.880615234375,114900,pulse_120303983.calib
699,0.8814411759376526,114950,pulse_120303983.calib
700,0.8818590044975281,115000,pulse_120303983.calib
701,0.8813056349754333,115050,pulse_120303983.calib
702,0.8802505731582642,115100,pulse_120303983.calib
703,0.8829094171524048,115150,pulse_120303983.calib
704,0.8868086934089661,115200,pulse_120303983.calib
705,0.8905977606773376,115250,pulse_120303983.calib
706,0.8937036395072937,115300,pulse_120303983.calib
707,0.8966737389564514,115350,pulse_120303983.calib
708,0.8990764617919922,115400,pulse_120303983.calib
709,0.9010763764381409,115450,pulse_120303983.calib
710,0.9027822017669678,115500,pulse_120303983.calib
711,0.9038425087928772,115550,pulse_120303983.calib
712,0.904604971408844,115600,pulse_120303983.calib
713,0.9050559997558594,115650,pulse_120303983.calib
714,0.904952883720398,115700,pulse_120303983.calib
715,0.9035543203353882,115750,pulse_120303983.calib
716,0.8966931700706482,115800,pulse_120303983.calib
717,0.8900870084762573,115850,pulse_120303983.calib
718,0.89577317237854,115900,pulse_120303983.calib
719,0.9086771607398987,115950,pulse_120303983.calib
720,0.9145457148551941,116000,pulse_120303983.calib
721,0.9192399382591248,116050,pulse_120303983.calib
722,0.924223780632019,116100,pulse_120303983.calib
723,0.9292831420898438,116150,pulse_120303983.calib
724,0.9343864917755127,116200,pulse_120303983.calib
725,0.9397487640380859,116250,pulse_120303983.calib
726,0.9510217905044556,116300,pulse_120303983.calib
727,0.9676840901374817,116350,pulse_120303983.calib
728,0.985213577747345,116400,pulse_120303983.calib
729,1.0039832592010498,116450,pulse_120303983.calib
730,1.023342490196228,116500,pulse_120303983.calib
731,1.0435969829559326,116550,pulse_120303983.calib
732,1.064924955368042,116600,pulse_120303983.calib
733,1.0867141485214233,116650,pulse_120303983.calib
734,1.1096218824386597,116700,pulse_120303983.calib
735,1.133326530456543,116750,pulse_120303983.calib
736,1.1580274105072021,116800,pulse_120303983.calib
737,1.1833610534667969,116850,pulse_120303983.calib
738,1.209867238998413,116900,pulse_120303983.calib
739,1.2370973825454712,116950,pulse_120303983.calib
740,1.2651851177215576,117000,pulse_120303983.calib
741,1.2941391468048096,117050,pulse_120303983.calib
742,1.3150120973587036,117100,pulse_120303983.calib
743,1.3073713779449463,117150,pulse_120303983.calib
744,1.301016926765442,117200,pulse_120303983.calib
745,1.295812964439392,117250,pulse_120303983.calib
746,1.2913215160369873,117300,pulse_120303983.calib
747,1.2879960536956787,117350,pulse_120303983.calib
748,1.2857916355133057,117400,pulse_120303983.calib
749,1.284619688987732,117450,pulse_120303983.calib
750,1.2842541933059692,117500,pulse_120303983.calib
751,1.285139799118042,117550,pulse_120303983.calib
752,1.2871026992797852,117600,pulse_120303983.calib
753,1.2900559902191162,117650,pulse_120303983.calib
754,1.2802239656448364,117700,pulse_120303983.calib
755,1.253050684928894,117750,pulse_120303983.calib
756,1.2276370525360107,117800,pulse_120303983.calib
757,1.2038236856460571,117850,pulse_120303983.calib
758,1.1814957857131958,117900,pulse_120303983.calib
759,1.1610791683197021,117950,pulse_120303983.calib
760,1.1419352293014526,118000,pulse_120303983.calib
761,1.12459135055542,118050,pulse_120303983.calib
762,1.1086204051971436,118100,pulse_120303983.calib
763,1.093935251235962,118150,pulse_120303983.calib
764,1.0758637189865112,118200,pulse_120303983.calib
765,1.052404761314392,118250,pulse_120303983.calib
766,1.0310404300689697,118300,pulse_120303983.calib
767,1.0117864608764648,118350,pulse_120303983.calib
768,0.9948571920394897,118400,pulse_120303983.calib
769,0.9858490228652954,118450,pulse_120303983.calib
770,0.9779323935508728,118500,pulse_120303983.calib
771,0.9711828827857971,118550,pulse_120303983.calib
772,0.9655388593673706,118600,pulse_120303983.calib
773,0.9608628153800964,118650,pulse_120303983.calib
774,0.9571218490600586,118700,pulse_120303983.calib
775,0.9544316530227661,118750,pulse_120303983.calib
776,0.952863335609436,118800,pulse_120303983.calib
777,0.9520505666732788,118850,pulse_120303983.calib
778,0.9521276950836182,118900,pulse_120303983.calib
779,0.9532923698425293,118950,pulse_120303983.calib
780,0.9673240184783936,119000,pulse_120303983.calib
781,0.9886762499809265,119050,pulse_120303983.calib
782,1.0107094049453735,119100,pulse_120303983.calib
783,1.033732295036316,119150,pulse_120303983.calib
784,1.0576550960540771,119200,pulse_120303983.calib
785,1.082311987876892,119250,pulse_120303983.calib
786,1.1078455448150635,119300,pulse_120303983.calib
787,1.1137160062789917,119350,pulse_120303983.calib
788,1.113111972808838,119400,pulse_120303983.calib
789,1.1120288372039795,119450,pulse_120303983.calib
790,1.1103569269180298,119500,pulse_120303983.calib
791,1.1080937385559082,119550,pulse_120303983.calib
792,1.105770468711853,119600,pulse_120303983.calib
793,1.1027945280075073,119650,pulse_120303983.calib
794,1.0995723009109497,119700,pulse_120303983.calib
795,1.095802903175354,119750,pulse_120303983.calib
796,1.0917226076126099,119800,pulse_120303983.calib
797,1.0874437093734741,119850,pulse_120303983.calib
798,1.082821249961853,119900,pulse_120303983.calib
799,1.0779902935028076,119950,pulse_120303983.calib
